input_id	input_category	db_a	db_b	leading_edge_gene_jaccard_sig05	n_sig_pathway_names_shared	direction_concordance_on_shared	n_genes_unique_to_a	n_genes_unique_to_b	n_sig_genes_a	n_sig_genes_b
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.1968	0		110	1833	586	2309
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.1866	0		725	356	973	604
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.211	0		484	1345	973	1834
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.2038	0		616	779	973	1136
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.1874	0		269	2784	973	3488
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.2172	0		169	1399	604	1834
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3073	0		195	727	604	1136
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1478	0		77	2961	604	3488
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2574	0		1226	528	1834	1136
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3275	0		521	2175	1834	3488
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2327	0		263	2615	1136	3488
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	hallmark	c2_kegg	0.1895	0		923	377	1227	681
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	hallmark	c2_reactome	0.2156	0		615	1611	1227	2223
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.2283	0		730	950	1227	1447
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.2006	0		357	3109	1227	3979
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.209	0		179	1721	681	2223
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2913	0		201	967	681	1447
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1549	0		56	3354	681	3979
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3131	0		1348	572	2223	1447
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3649	0		565	2321	2223	3979
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2752	0		276	2808	1447	3979
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.1184	0		394	537	519	662
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.1408	0		216	1633	519	1936
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.137	0		287	1174	519	1406
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.1092	0		128	3061	519	3452
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.249	0		144	1418	662	1936
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3248	0		155	899	662	1406
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1664	0		75	2865	662	3452
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3686	0		1036	506	1936	1406
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3661	0		492	2008	1936	3452
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2982	0		290	2336	1406	3452
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.2668	0		1063	718	1711	1366
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.3016	0		577	2049	1711	3183
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.3347	0		677	1378	1711	2412
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.2583	0		224	4045	1711	5532
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.3305	0		236	2053	1366	3183
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3743	0		337	1383	1366	2412
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.2235	0		106	4272	1366	5532
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.4331	0		1492	721	3183	2412
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4515	0		472	2821	3183	5532
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3694	0		269	3389	2412	5532
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	hallmark	c2_kegg	0.2658	0		997	699	1611	1313
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	hallmark	c2_reactome	0.3068	0		504	1997	1611	3104
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.3364	0		650	1246	1611	2207
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.2545	0		240	3777	1611	5148
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.33	0		217	2008	1313	3104
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3804	0		343	1237	1313	2207
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.2265	0		120	3955	1313	5148
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.4385	0		1485	588	3104	2207
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4551	0		523	2567	3104	5148
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3625	0		250	3191	2207	5148
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.2007	0		670	473	957	760
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.2377	0		360	1555	957	2152
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.2468	0		472	1008	957	1493
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.1951	0		175	3051	957	3833
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.2546	0		169	1561	760	2152
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3308	0		200	933	760	1493
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.178	0		66	3139	760	3833
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3662	0		1175	516	2152	1493
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4236	0		371	2052	2152	3833
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3138	0		221	2561	1493	3833
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.2377	0		731	606	1148	1023
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.2479	0		371	1986	1148	2763
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.2638	0		528	1202	1148	1822
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.2024	0		163	3719	1148	4704
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.2864	0		180	1920	1023	2763
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3698	0		255	1054	1023	1822
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1969	0		81	3762	1023	4704
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3719	0		1520	579	2763	1822
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4299	0		518	2459	2763	4704
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3149	0		259	3141	1822	4704
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	hallmark	c2_kegg	0.2085	0		674	556	998	880
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	hallmark	c2_reactome	0.2223	0		382	1773	998	2389
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.2554	0		445	1167	998	1720
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.1838	0		163	3546	998	4381
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.2656	0		194	1703	880	2389
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3347	0		228	1068	880	1720
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1815	0		72	3573	880	4381
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3638	0		1293	624	2389	1720
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3856	0		505	2497	2389	4381
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3112	0		272	2933	1720	4381
